# 0.4800 0.5150
# 0.5150 0.5300
4.676558683569704044e+03 1.047240079096424026e+00 1.483055264040777921e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.676808749735161655e+03 1.040741956453485662e+00 1.503016427630365914e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.677058815900858463e+03 1.034399478532099126e+00 1.521007653756167866e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.677308882066793558e+03 1.028682670251239717e+00 1.531080011496677162e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.677558948232968760e+03 1.022965861970380308e+00 1.541152369237186459e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.677809014399381340e+03 1.016942870863611237e+00 1.547416016979025200e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.678059080566034027e+03 1.010456755551843111e+00 1.547918708713713620e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.678309146732925001e+03 1.003970640240074985e+00 1.548421400448396490e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.678559212900055172e+03 9.976651338566981941e-01 1.543381925706593938e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.678809279067423631e+03 9.914818666331911556e-01 1.534591419495962006e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.679059345235030378e+03 9.852985994096840061e-01 1.525800913285335625e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.679309411402876322e+03 9.800949441281957553e-01 1.515027588670952996e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.679559477570961462e+03 9.751449507092715407e-01 1.503740830738897749e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.679809543739284891e+03 9.701949572903472152e-01 1.492454072806836951e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.680059609907846607e+03 9.668835892280835953e-01 1.485192441850630152e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.680309676076646610e+03 9.635856876804562710e-01 1.477963890103844991e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.680559742245684902e+03 9.605611531324534935e-01 1.471575121537688213e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.680809808414962390e+03 9.587100252748113061e-01 1.468791057284618562e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.681059874584478166e+03 9.568588974171691186e-01 1.466006993031543360e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.681309940754233139e+03 9.553273659413515917e-01 1.462999670860187784e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.681560006924224581e+03 9.543050031142892298e-01 1.459636662770474880e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.681810073094455220e+03 9.532826402872268678e-01 1.456273654680756424e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.682060139264923237e+03 9.524037891001642109e-01 1.450128257343136218e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.682310205435630451e+03 9.516280564600104741e-01 1.441983607985408700e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.682560271606575043e+03 9.508523238198566263e-01 1.433838958627681182e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.682810337777757923e+03 9.501540602709166450e-01 1.423802961019154933e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.683060403949178180e+03 9.494779368274987030e-01 1.413226429770764181e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.683310470120836726e+03 9.488018133840807611e-01 1.402649898522367877e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.683560536292733559e+03 9.485379545379251098e-01 1.398751744855120105e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.683810602464868680e+03 9.482854701917475815e-01 1.395037849565022858e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.684060668637240269e+03 9.481787194579913702e-01 1.394261347691716502e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.684310734809850146e+03 9.487929673092245775e-01 1.408017227620222966e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.684560800982698311e+03 9.494072151604577847e-01 1.421773107548729431e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.684810867155784763e+03 9.503825166589759954e-01 1.443144583409006199e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.685060933329107684e+03 9.519921959664039424e-01 1.477896799491873470e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.685310999502668892e+03 9.536018752738318893e-01 1.512649015574740741e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.685561065676466569e+03 9.555530486578431848e-01 1.554075718931136052e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.685811131850502534e+03 9.577759778264961499e-01 1.600813877596657386e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.686061198024776786e+03 9.599989069951492260e-01 1.647552036262167618e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.686311264199286597e+03 9.620959552278171012e-01 1.688923421974258821e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.686561330374035606e+03 9.641511746479359823e-01 1.728511489679501745e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.686811396549021083e+03 9.662063940680548635e-01 1.768099557384733567e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.687061462724243938e+03 9.672795617200722340e-01 1.782878684528904634e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.687311528899703262e+03 9.682943574422145927e-01 1.796183199248618800e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.687561595075401783e+03 9.690844577778765512e-01 1.804824144821026710e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.687811661251335863e+03 9.684564549966393487e-01 1.784032256692458240e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.688061727427506412e+03 9.678284522154021463e-01 1.763240368563878668e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.688311793603915248e+03 9.666416336439689339e-01 1.733754842152296360e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.688561859780562372e+03 9.643163010175037630e-01 1.686557165246360679e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.688811925957444146e+03 9.619909683910385922e-01 1.639359488340424997e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.689061992134563297e+03 9.590620000941915135e-01 1.587432917560244183e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.689312058311919827e+03 9.555786530360097508e-01 1.531163332513135744e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.689562124489514645e+03 9.520953059778279881e-01 1.474893747466027305e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.689812190667343202e+03 9.484216085509432625e-01 1.423887794541073282e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.690062256845410957e+03 9.446712464345595750e-01 1.375001799276448500e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.690312323023714271e+03 9.409208843181759985e-01 1.326115804011834820e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.690562389202254963e+03 9.376893729480147988e-01 1.292022595958441933e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.690812455381032123e+03 9.345129123435113039e-01 1.259498922627932949e-02 1.000000000000000000e+00 0.000000000000000000e+00
