# 0.4800 0.5150
# 0.5150 0.5300
4.676558683569704044e+03 1.050997358698663176e+00 1.484756961602440306e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.676808749735161655e+03 1.044346198453273811e+00 1.520411401573384946e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.677058815900858463e+03 1.037782322194743312e+00 1.552854087501898128e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.677308882066793558e+03 1.031539512172423123e+00 1.573482627226208130e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.677558948232968760e+03 1.025296702150102934e+00 1.594111166950518133e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.677809014399381340e+03 1.018623204321537523e+00 1.607807380686721022e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.678059080566034027e+03 1.011371919227014526e+00 1.612203564049846660e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.678309146732925001e+03 1.004120634132491308e+00 1.616599747412972299e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.678559212900055172e+03 9.971326194109350061e-01 1.610937779417265237e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.678809279067423631e+03 9.902927190963352055e-01 1.599617152960286504e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.679059345235030378e+03 9.834528187817354050e-01 1.588296526503302220e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.679309411402876322e+03 9.779907277914007269e-01 1.575724480065615607e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.679559477570961462e+03 9.727671649716584934e-01 1.562935786147490180e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.679809543739284891e+03 9.676821059112460377e-01 1.550854945753576963e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.680059609907846607e+03 9.646071951063134309e-01 1.549047404320885724e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.680309676076646610e+03 9.615322843013808241e-01 1.547239862888183382e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.680559742245684902e+03 9.589605382412724754e-01 1.547873607780331229e-02 1.000000000000000000e+00 0.000000000000000000e+00
4.680809808414962390e+03 9.577083004372851649e-01 1.554909425739642304e-02 1.000000000000000000e+00 0.000000000000000000e+00
