mass_bin_q,D_t_quench,r_eff_q,mass_bin,D_t_infall,r_eff,t_infall,t_quench,r_eff_tq,r_eff_ti,t_univ,preprocessed,logmass,r_eff_uncorrected,fig2_index,mass_bin_fig2
2,7.648650906713324,2.756425050044238,2,2.612391405906194,2.756424971287921,11.187982888406534,6.151723387599405,2.5396465083712734,2.50399022752491,13.8,1,8.121033754940353,2.748373693895466,33,2.0
2,6.867625850725863,2.77525203274908,2,2.154549888564477,2.7752521453508705,11.645824405748252,6.932748443586865,2.7009635890394708,2.813356915535869,13.8,1,8.249162839654984,2.767200456410466,61,2.0
2,7.648650906713324,2.8174727095811463,2,7.648650906713324,2.8174729636707143,6.151723387599405,6.151723387599405,2.168980144445342,2.168980268224242,13.8,0,8.179228534744414,2.809421478720231,29,2.0
2,7.931435873221211,2.8427642014920664,2,8.61819801922566,2.8427644055741474,5.182176275087068,5.868938421091517,3.080739130325856,2.700846805181615,13.8,0,8.121892190767948,2.8347123120227504,87,2.0
2,2.11078482068328,2.944433020505852,2,2.477731713246791,2.944433169060696,11.32264258106594,11.68958947362945,2.3635753131891843,2.137667778212071,13.8,0,8.26259647628565,2.936381756838494,4,2.0
2,4.740009569176313,2.975461701101329,2,2.154549888564477,2.9754613656169315,11.645824405748252,9.060364725136417,2.5855056323144394,2.834692268296781,13.8,1,8.212838637899402,2.9674100633808664,3,2.0
2,8.941379762822923,3.0746511453563734,2,9.264563388140743,3.074651284500416,4.535810906171985,4.858994531489806,3.055664480167534,2.9021068372387964,13.8,0,8.16115935539332,3.066599283330963,77,2.0
2,3.770462456663976,3.095236879274622,2,4.416825943858491,3.0952365351341284,9.383548350454236,10.029911837648752,2.524229855527298,2.508581379011392,13.8,0,8.059222720834201,3.0871852324533706,54,2.0
2,9.264563388140743,3.0975297504735577,2,9.587745131737996,3.0975294061673613,4.212629162574732,4.535810906171985,6.043689049085272,5.141409783824617,13.8,0,8.349945801598246,3.089478225897728,49,2.0
2,6.867625850725863,3.202956536720917,2,7.648650906713324,3.2029566665923896,6.151723387599405,6.932748443586865,2.9882102635612218,2.449208035394474,13.8,0,8.679781536062702,3.194904870252317,10,2.0
2,5.386373056370828,3.2886412153306206,2,5.739854264505679,3.2886413390097027,8.06052002980705,8.4140012379419,3.049241112238264,2.846567227819435,13.8,0,8.30920535514981,3.28058980695232,22,2.0
2,6.130365851639125,3.423311143055312,2,3.447278831346154,3.423311257001862,10.353095462966577,7.670008442673604,3.1947666893490565,3.451283274020008,13.8,1,8.444437347391911,3.4152595171705165,8,2.0
2,8.295016275628408,3.5247631053078785,2,8.941379762822923,3.5247632119225445,4.858994531489806,5.505358018684321,3.757594749486899,3.2648953507374494,13.8,0,8.144624214248127,3.516711088245335,75,2.0
2,7.002285537798248,3.830661223775555,2,7.002285537798248,3.8306613082831102,6.79808875651448,6.79808875651448,3.695866105743161,3.6958661999922953,13.8,0,8.541497859002574,3.8226095765759904,11,2.0
2,7.931435873221211,3.909882115874454,2,8.295016275628408,3.9098821946567535,5.505358018684321,5.868938421091517,3.632046860979352,3.561506360108288,13.8,0,8.672254892400339,3.9018308109445594,21,2.0
2,8.941379762822923,3.967637994807771,2,9.264563388140743,3.96763806941608,4.535810906171985,4.858994531489806,3.4182824830845324,2.9639078780403647,13.8,0,8.528478419136654,3.9595867302945074,39,2.0
2,4.416825943858491,4.26386066897685,2,5.063191312773575,4.263860722177288,8.737182981539153,9.383548350454236,3.90306989693498,3.0194373697266608,13.8,0,8.694103731433463,4.255809159364918,5,2.0
2,6.032738425285912,4.290181712571949,2,6.679103794200987,4.290181763870177,7.121270500111741,7.767635869026817,3.688988213131183,2.727137024820365,13.8,0,8.532936610186699,4.282130114291395,16,2.0
2,6.355920168883165,4.344581876459964,2,7.002285537798248,4.344581923826719,6.79808875651448,7.444454125429564,4.117839381621369,3.831299697048457,13.8,0,8.887716883962321,4.3365303184163855,1,2.0
2,4.416825943858491,4.634500720671724,2,5.063191312773575,4.634500747086183,8.737182981539153,9.383548350454236,3.86565416179926,3.424686305106264,13.8,0,8.650927601635473,4.626449193901168,2,2.0
2,1.3432270462022684,5.560986423157546,2,1.8313661821611305,5.560985900818513,11.9690081121516,12.45714724811046,4.702442997456798,4.483965785836672,13.8,0,8.686544600169661,5.552934826373527,0,2.0
