velz,logage,zH,FeH,MgFe,ML_r,g-r
6417.4853,0.9865,-1.7452,-1.8037,0.5377000000000001,1.779,0.5910286207692366
6232.9275,1.0859,-1.4768,-0.8561999999999999,-0.3235,2.1953,0.5654437776323107
6405.4249,0.8563,-1.0418,-1.3366,-0.28049999999999997,1.2273,0.5434505868016117
6311.1878,0.6676,-1.7034,-1.1475000000000002,-0.29290000000000005,2.332,0.569391920286165
6379.219,0.9056,-1.527,-1.1930999999999998,1.185,2.036,0.5738052563511786
6508.8979,1.1352,-1.4661,-1.2293,0.339865,1.9834,0.5117399991440834
6421.9167,0.9182,-1.2535,-1.2377,0.4141,2.2063,0.5604815158263534
6472.4713,1.0804,-1.4906,-0.5735,0.3249,1.3128,0.5393469873337295
6455.8075,0.7639,-1.3654,-1.6844000000000001,0.13638000000000006,1.6453,0.4536057147249011
6425.2636,0.8388,0.2967,-0.9239,0.3834,1.4209,0.5615275429750994
6405.0337,1.1019,-1.3163,-1.8898,1.1926,0.8147,0.5316045476939877
6458.7591,0.9448,-1.5968,-1.5747,0.4469,2.1677,0.5842062882664436
6432.763,1.1351,-1.3904,-0.8398,0.2702,2.1693,0.5938376244364179
6439.3992,0.8308,-1.3572,-1.6034,0.6556,1.1351,0.4584674198974028
6361.0246,0.8985,-1.5693,-1.3133,-0.1824,2.3355,0.5590517234604988
6416.8987,0.9831,-1.3242,-1.1844999999999999,0.8246,2.0325,0.5637766966278406
6395.1607,0.1888,-1.4137,-1.3217,0.8409,1.4813,0.5429199456731482
6394.445,0.9341,-1.5021,-1.9312999999999998,1.1324,2.0707,0.5883762745396837
6509.847,1.1234,-1.3441,-0.9019000000000001,-0.27479999999999993,2.2063,0.6055027813734171
6400.1686,1.105,-1.4057,-1.3180999999999998,0.6582,1.9017,0.5630775712947838
6400.2999,1.1266,-1.6728,-1.1358000000000001,0.38370000000000004,1.4585,0.5499888042474907
6360.923,0.7815,-1.5878,-0.6878,1.0104000000000002,1.5479,0.5345825918531659
6398.6471,0.9595,-1.7125,-1.2026000000000001,1.0201,2.2161,0.5575834276388463
6423.5336,0.9168,-1.5978,-1.1947999999999999,-0.08339999999999997,2.229,0.5232441783620203
6416.1535,0.513,-1.0796,-1.4421,-0.34340000000000004,1.6841,0.508446744600846
6384.9414,0.2176,-1.5885,-1.2251999999999998,-0.2429,0.8132,0.5562799804026071
6426.3254,1.0274,-1.4136,-1.0605,0.6038,2.138,0.4822586476394406
6406.6369,0.8632,-1.3845,-0.569,0.2871,1.6386,0.523298253686562
6407.5926,0.7695,-1.3563,-1.7613,0.5979,2.3007,0.5819339567975277
6384.2544,1.0575,-1.5708,-1.4284,-0.13829999999999998,1.0965,0.5844224207899344
6377.6688,1.1236,-1.7944,-1.6125,0.03260000000000002,1.2212,0.4946249498770783
6462.504,0.9566,-1.3235,-1.4416,0.56342,1.4219,0.5672431505276023
6479.3017,0.7201,-1.6098,-1.2397999999999998,-0.36960000000000004,1.2012,0.5316045476939877
6379.7091,1.0154,-1.4682,-1.9806,0.48780000000000007,1.771,0.5043117018003045
6505.7389,0.9005,-1.6177,-1.5734000000000001,0.4669,2.3249,0.5688502897614001
6395.1607,0.7989,-1.2535,-1.1023999999999998,0.57496,2.0249,0.49799938403286603
6452.5909,0.8808,-1.6001,-1.5226,0.051600000000000035,1.8064,0.566067260037741
6481.1994,0.9845,-1.5288,-1.3508,0.03440000000000004,2.0472,0.5705218650689687
6371.9725,1.1059,-1.5362,-0.7848999999999999,1.1148,1.5439,0.5231283383421896
6401.7302,0.8022,-1.4345,-1.5851,0.67578,1.7359,0.5142746773836109
6406.7918,1.1331,-1.3744,-0.9853000000000001,0.56342,2.2063,0.5771716002569036
6439.4264,0.472,-1.5725,-1.3195999999999999,0.5404,1.7805,0.5633376710881919
6392.6822,1.0814,-1.5139,-1.1038,0.15800000000000003,1.736,0.5831449494161518
6401.4348,0.7889,-1.6453,-1.6040999999999999,0.11665,2.144,0.5250978224346596
6502.1877,1.0993,-1.5134,-0.6200999999999999,1.1457000000000002,1.2382,0.5330938300840131
6428.1645,0.8159,-1.6897,-1.5743,0.5328,1.257,0.5594071597552102
6341.6638,0.9721,-1.3181,-1.0293,0.13590000000000002,1.6046,0.5396591737372489
6243.523,0.7661,-1.5795,-1.3538000000000001,0.07560000000000006,1.2777,0.5985647232355262
6504.7579,1.1388,0.1343,-1.7786,0.30190000000000006,2.2376,0.5200533281634421
6445.85,1.1256,-0.8927,-1.1883,0.2072,1.8481,0.553091794579899
6544.155,1.1309,-1.523,-1.3180999999999998,-0.021454999999999988,1.4992,0.5886825006676872
6474.7777,0.9514,-1.3615,-0.7031999999999999,0.8157000000000001,2.2376,0.5550176340910582
6470.9774,0.6233,-1.5914,-1.5144,0.3297,1.7765,0.5910449242144864
6411.996,1.1282,-1.3744,-0.8519000000000001,0.46740000000000004,1.9928,0.5609940669556295
6399.873,0.86,-1.5865,-1.8255,0.46875000000000006,2.2746,0.5535796021669483
6424.8522,0.4305,-1.0429,-1.4306999999999999,0.6057,2.055,0.6045001987817926
6391.9335,1.1255,-1.5962,-1.6267999999999998,0.49090000000000006,1.6407,0.5022185571107514
6329.3021,0.1778,-1.5861,-0.8398,-0.2531,1.0721,0.5276909120701987
6368.1056,1.1331,-1.4336,-1.2150999999999998,0.6553,1.4577,0.5394679166763154
6426.4433,1.01,-0.5431,-1.4260000000000002,-0.2712,1.3832,0.5307384453800097
6380.1537,0.9391,-1.0759,-1.4746000000000001,0.35750000000000004,1.6134,0.5961900823442221
6363.3812,1.1385,-1.579,-1.9317,0.8563000000000001,2.365,0.4631181656925918
6525.8386,1.0938,-1.4341,-1.464,0.73949,1.3809,0.5905801118278191
6395.1607,1.0452,0.074,-1.0373999999999999,0.9772,1.6963,0.5396873224794092
6505.8006,1.1215,-1.626,-1.1767,0.5991,1.2987,0.5612346573387867
6483.7227,0.9041,-0.8875,-0.9218,0.4531,2.1953,0.6140597658901044
6281.8237,0.847,-1.7452,0.2178,0.5354000000000001,1.2115,0.5718421116121704
6424.6369,0.8952,-1.5968,-0.9166,0.6632,2.2357,0.6085376964222178
6420.7962,1.0026,-1.5541,-1.0605,0.33120000000000005,1.6046,0.5592421686374394
6432.5636,1.1147,-1.4961,-1.3135,-0.36960000000000004,1.4373,0.5272361451802396
6413.5967,0.8388,-1.3255,-0.8757,0.40950000000000003,2.036,0.5220773005103325
6403.5939,1.12,-1.6037,-1.1308,0.5021,2.1538,0.5600658728915135
6458.1191,1.0004,-0.7879,-1.1235,0.47100000000000003,2.1964,0.5531818236909629
6365.6241,1.1176,-1.4089,-0.5491,0.4378,1.723,0.5447520825172205
6454.2994,0.8411,-1.4123,-1.3997,0.5446,1.3745,0.5891369227439043
6411.996,1.0607,-1.6419,-1.2562,0.06860000000000005,2.2753,0.5582602163552508
6419.1616,0.8014,-0.4937,-1.1316000000000002,0.42110000000000003,1.8481,0.5644528632761165
6454.2994,1.1062,-1.3615,-1.3648,-0.35839999999999994,1.2684,0.5731334495237377
6378.1309,0.9595,-1.7944,-1.7708,0.26570000000000005,2.3015,0.5633271537093805
6421.0398,0.2937,-1.5224,-0.8694999999999999,0.33140000000000003,2.1337,0.6090682645836836
6408.1608,0.8956,-0.8708,-1.1638000000000002,0.181,1.141,0.5816836870059063
6360.1591,0.7342,-1.4346,-1.4289,0.4112,1.4797,0.49799938403286603
6469.6546,1.114,-1.4027,-1.6135,0.5073000000000001,2.1815,0.577765230404296
6360.1591,0.8942,0.0927,-1.4421,0.6047,2.3344,0.575418670372386
6372.3625,0.9865,-1.4941,-1.745,-0.24759999999999993,1.4219,0.5078857733600586
6463.3426,0.911,-1.4305,-1.2907,0.4355,1.9928,0.535522396260248
6461.8102,1.0615,-1.4111,-1.6524,1.1681,1.4232,0.566067260037741
6460.5699,0.9257,-1.3654,-0.9418,-0.2591,1.7377,0.5809861790602184
6362.851,1.0189,-1.3867,-1.5916,0.67578,0.9144,0.5415906123769503
6376.9788,1.0026,-1.497,-1.0524,0.6504000000000001,2.2593,0.606252001377527
6464.0725,1.0843,-1.3544,-0.022199999999999998,0.9155000000000001,1.6196,0.5364781083601287
6366.6023,1.0758,-1.5973,-1.8898,0.6007,2.1355,0.6201741519820985
6371.028,0.7844,-1.7515,-1.2497,0.402505,2.1637,0.5317509353155856
6484.2116,1.1299,-1.4462,-1.3782999999999999,0.1073,2.157,0.4946249498770783
6474.8869,1.1332,-1.5978,-1.2397999999999998,0.609,2.1975,0.5590517234604988
6375.6056,1.0477,-1.3772,-0.9032,0.3089,1.5267,0.5051109765544766
6413.433,0.9566,-1.7005,-0.7031999999999999,0.9931,0.8999,0.5096201207104372
6470.9774,0.8217,-1.1593,-1.6212,-0.0928,2.1456,0.564248400000011
6295.21,0.8247,-1.7713,0.2188,-0.06679999999999997,1.4057,0.5198485394132746
6417.4853,1.0879,-1.3854,-1.3722,0.09600000000000003,1.9436,0.5517087251414239
6350.2659,0.7809,-1.1939,-1.5219999999999998,0.3219,1.1539,0.5915118928343048
6450.6183,0.8576,-1.1821,-1.8273000000000001,0.7551000000000001,1.8632,0.5568387031881059
6361.1277,0.8686,-1.3992,-1.3637,1.0346000000000002,1.4534,0.5626188857920909
6427.6048,1.1074,-1.626,-1.4934,0.4152,1.4773,0.5148786501447802
6295.21,0.471,-1.4341,-1.1855,0.802,1.338,0.5755977283357225
6487.83,1.111,-1.4109,-1.4171,0.802115,2.2292,0.5703021834368371
6402.3511,1.106,-1.5899,-1.7103,1.1583999999999999,1.1702,0.5378847738351737
6410.8376,0.7844,-1.4573,-1.9183,0.041645,1.2513,0.5271731334359515
6318.3451,0.9852,-1.3865,-1.466,0.5404,1.3282,0.5235992148243582
6393.5275,0.9566,-1.3814,-1.282,-0.35309999999999997,1.8362,0.5367596542238005
6464.0966,1.1439,-1.3688,-0.9555,1.185,1.8695,0.5888635144055598
6438.0756,0.6883,-1.6632,-0.187,0.517765,1.257,0.5118794670292033
6527.6078,1.0596,-1.5776,-1.6976,-0.055400000000000005,2.0005,0.4857731233261262
6501.2922,0.8717,-1.5847,-1.1412,0.8638,1.6808,0.5912107409157272
6370.7009,1.0568,-1.5867,-1.3605,0.32680000000000003,2.1929,0.5519093486854842
6433.6067,1.1342,-1.3235,-1.391,0.7211000000000001,1.3122,0.5330401191099554
6361.4622,0.7396,-1.1829,-1.7794999999999999,0.09130000000000005,1.7189,0.5170927302136477
6375.571,1.1003,-1.5839,0.1175,0.80826,1.0038,0.5547870708507077
6422.7748,1.1118,-1.181,-0.9575,-0.19011,1.5574,0.5445936772049578
6429.3321,1.1261,-1.621,-1.377,0.30600000000000005,2.1008,0.5403922202499558
6393.6458,0.9785,-1.2609,-0.9016000000000001,0.56342,1.5586,0.5367596542238005
6393.1865,1.1261,-1.4015,-0.9769,0.4141,2.0961,0.5394356570229206
6374.3009,1.0993,-1.4973,-1.7236,1.1817000000000002,2.1981,0.5562937699229593
6519.1228,0.913,-1.3066,-0.9916000000000001,0.339865,1.537,0.561846985123637
6392.9469,1.0071,-1.6639,-1.5734000000000001,0.39570000000000005,2.1953,0.5720048744357342
6403.2723,1.1305,-1.3495,-1.2094,1.0845,1.6691,0.5706984535155613
6379.1462,0.9251,-1.1596,-1.0686,0.4953,1.6972,0.5696792372578869
6360.0351,0.9938,-1.4015,-0.9952999999999999,0.9107999999999999,2.1805,0.5026680933004002
6361.5836,0.9168,-1.4484,-1.4176,0.524,0.8426,0.5137257168330365
6427.4659,1.1059,-1.1926,-1.1844999999999999,1.049,2.0712,0.5967113171194995
6387.0255,1.0117,-1.3441,-1.6011000000000002,0.26720000000000005,1.6378,0.62514190894926
6404.5175,0.7798,-1.7018,-1.7102000000000002,0.3783,1.9487,0.5031561285115771
6360.3357,0.9291,-1.2991,-1.474,0.46740000000000004,2.1981,0.5932898065402128
6362.9311,0.7783,-1.6048,-1.8315000000000001,0.23990000000000003,2.1163,0.561433054021208
6428.1645,1.1275,-1.7944,0.17400000000000004,0.700445,2.1015,0.5884514403658017
6382.8207,0.6728,-1.0443,-1.5984,0.6325000000000001,1.6611,0.5152476687187715
6401.5172,0.9342,-1.6386,-1.2042,0.7043,2.2254,0.5456069471991469
6412.9239,0.8382,-1.3163,-0.5309999999999999,0.3165,2.2155,0.5938376244364179
6431.3454,1.1359,-1.2234,-1.0425,0.6469,1.4797,0.5890444397862495
6351.9301,0.912,-1.3694,-1.4945,-0.34340000000000004,1.628,0.5462825538174911
6371.0081,0.7672,-1.0397,-0.9752,0.2184,2.0891,0.6034352276437289
6350.2659,0.7798,-1.45,-0.8123,-0.31710000000000005,2.1999,0.5705746761194064
6414.7218,1.1234,-0.9405,-0.7806000000000001,0.2654,1.4209,0.5367596542238005
6419.1616,0.6187,-1.5385,-1.4694,0.6719,1.35,0.5386925854086826
6527.6551,0.1395,-1.4193,-0.8660000000000001,0.524,2.2856,0.5214268885343216
6494.2465,0.8415,-1.3653,-0.022199999999999998,-0.01799999999999996,2.3242,0.5412989654719809
6448.946,1.1443,-1.59,0.06420000000000001,0.4986,1.1002,0.5378439152058974
6461.3831,0.8157,-1.6945,-1.4645000000000001,0.8027,1.4525,0.591910899530248
6487.4627,0.8464,-1.5401,-1.1386999999999998,-0.32189999999999996,2.1525,0.6051368240554638
6377.6345,0.8269,-1.5738,-1.1908,0.9931,2.0235,0.5914066406396188
6412.1304,0.8686,-1.2129,-1.1156000000000001,0.7171000000000001,1.1242,0.5665112717099703
6450.6183,1.1422,-1.4896,-1.1407,0.4418,2.0225,0.5938376244364179
6500.7052,0.4759,-1.2184,-0.29469999999999996,0.629,2.0278,0.5384791766357182
6496.0002,1.0154,-1.4015,-0.952,0.30190000000000006,1.5479,0.5687885408191562
6407.9446,1.0553,-1.4407,-1.3217,0.4427,2.2882,0.5642281976725769
6361.5224,0.6037,-1.702,-1.3855,0.05630000000000002,1.2649,0.532739160848223
6386.9487,0.9845,-1.346,-1.4282,0.5761000000000001,2.2479,0.5577680573852035
6355.4171,1.1085,-1.2694,-1.3712,0.47740000000000005,1.4654,0.5454679212900828
6447.9769,1.029,-1.1419,-1.1155,0.6457,2.1311,0.5719063722882822
6372.5135,1.1325,-1.6772,-1.4631999999999998,0.2987,1.5186,0.5948567618886216
6398.9848,0.8376,-1.7171,-1.6913,-0.36539999999999995,1.7281,0.5278484184576087
6446.2832,1.0793,-1.4888,-1.7103,0.5673,2.2466,0.553646216579537
6398.9002,0.4151,-1.3544,-0.9532999999999999,0.8294,1.7257,0.6228838271375992
6413.279,0.8349,-1.1725,-1.2258,0.2131,2.1603,0.5462825538174911
6503.7312,0.9467,-1.5831,-2.0199,0.19620000000000004,2.1275,0.5778152851837035
6423.9118,0.8589,-1.2617,-1.3557,0.347425,2.1506,0.48995449323645346
6341.6638,0.7647,0.2715,-1.3043,0.6263000000000001,1.8714,0.5967113171194995
6474.2485,0.9497,-1.1784,0.035900000000000015,0.6495,2.0945,0.6225685683749731
6357.4173,0.9831,-1.645,-0.5708000000000001,1.1202999999999999,2.3198,0.5375029708558543
6491.6711,0.9693,-1.4928,-1.0686,0.3982,1.7257,0.5271731334359515
6498.9723,0.862,-0.9009,-0.8593,0.40470000000000006,1.4444,0.5554987280092831
6423.4652,1.0349,-1.6731,-1.3888,0.4976,1.509,0.5136644938073545
6311.1878,0.8285,-1.5953,-1.3153,0.73853,1.6838,0.5403922202499558
6432.9006,1.114,-1.3746,-1.8266,0.4661,2.151,0.5429199456731482
6412.945,1.0016,-1.4075,-0.8757,0.3448,2.2405,0.5654437776323107
6408.3303,1.0788,-1.6759,-0.9574,0.669,1.9689,0.5534054564425901
6434.3334,1.1228,-1.4315,-1.274,-0.3046,2.2405,0.5297672475983006
6391.9053,0.7437,-1.2473,-1.3138999999999998,0.5132000000000001,1.2464,0.5089419850006465
6415.7039,0.8589,-1.338,-1.5263,-0.016699999999999937,1.8596,0.5089419850006465
6519.3576,1.0984,-1.6485,-1.5234,0.3751,1.3536,0.610171421281251
6389.8924,1.1312,-1.2313,-0.8674,0.0827,2.0547,0.6418679795876727
6380.6015,1.001,-1.4079,-2.0028,0.5199,1.6725,0.543841415259223
6334.8975,1.1375,-1.7906,-0.6097000000000001,0.4685,0.7778,0.49377673573462744
6533.111,0.9119,-1.5587,-0.05650000000000001,0.8517,1.3193,0.5582602163552508
6410.8683,1.1282,0.0771,-0.9803000000000001,0.02560000000000001,1.7875,0.5318707991804814
6375.8993,1.1232,-1.3937,0.020899999999999974,0.6859999999999999,0.8236,0.5755977283357225
6471.3459,1.117,-1.4911,-1.2756999999999998,1.1324,1.3879,0.5341256875259432
6447.7881,1.1118,-1.2413,-1.3133,-0.18169999999999997,2.2849,0.553450382843721
6434.5136,0.847,-1.332,-1.4260000000000002,-0.2429,1.2909,0.5451461115014808
6488.8352,0.8631,-1.3756,-1.1795,-0.19011,1.3703,0.5463848102328654
6449.7789,0.8137,-1.669,-1.5334999999999999,1.0998,1.5352,0.5289253686341624
6495.2658,1.1263,-1.5776,0.1175,0.5088,1.8542,0.5220336916408144
6359.1564,1.1437,-1.2691,-1.6034,0.19740000000000002,2.2292,0.5460703158143758
6403.2723,0.887,-1.2503,-1.2039,0.375,1.6725,0.5590517234604988
6402.036,1.1291,-1.5236,-1.4171,0.762,2.2871,0.5632165739587407
6376.9788,0.9691,-1.317,-1.5390000000000001,0.7126,1.7375,0.5604556250174397
6374.6467,0.1372,-1.6737,-1.6913,0.4257,2.1206,0.5632165739587407
6361.3608,0.8808,-1.633,-1.2807000000000002,0.2799,1.703,0.5635563097214202
6390.9472,0.8851,-1.2833,-1.8355,1.1047,1.3879,0.6111714836169853
6412.6363,1.0274,-1.4535,-1.4306999999999999,1.147,2.1266,0.5707268116228335
6453.289,0.8444,-1.1292,-1.0633000000000001,0.010020000000000001,1.5594,0.5763068607228803
6460.0777,0.3368,-1.5351,-1.9183,-0.20789999999999997,1.3862,0.5150366331821203
6404.8213,1.1121,-1.5288,-1.7715,0.38220000000000004,1.6277,0.46016560266795636
6414.7551,1.0892,-1.3205,-0.9797,1.0365,1.5479,0.5389021152483906
6414.7218,0.7815,-1.0953,-1.7715,0.08170000000000005,1.3114,0.5612346573387867
6382.3403,0.9106,-1.2668,-1.0441,0.39936000000000005,1.4551,0.5816836870059063
6469.6546,1.1317,-1.3234,-1.308,-0.1644,2.1456,0.5520939471013122
6374.3009,0.8813,-1.3522,-1.0427,1.1759,0.7159,0.5771995481594416
6438.8789,0.7449,-1.4336,-1.5144,0.36760000000000004,1.3349,0.5439139265389628
6403.5419,1.0475,-1.6627,-1.4651999999999998,0.3985,1.9941,0.5756254137382939
6469.3569,0.513,0.267,-1.8898,0.80826,1.4763,0.6106883636543472
6351.569,0.9175,-1.4567,-0.9543000000000001,0.315,2.0357,0.5638456886439656
6420.452,0.8572,-1.383,-1.1421000000000001,0.6679,2.1627,0.5705218650689687
6450.2246,1.0478,0.1238,-1.3882,0.4254,2.2058,0.5828932235311157
6427.1836,0.8411,-1.4788,-1.3055,-0.005099999999999938,1.6586,0.5778854368391251
6473.5747,1.146,-1.6731,-1.1736,0.2,2.1576,0.5136644938073545
6369.6249,1.0553,-1.5633,-1.1316,0.39490000000000003,2.1538,0.5498541456359618
6504.6855,0.9817,-1.6386,-1.2941,0.512,2.3681,0.5316045476939877
6387.1593,0.9817,-1.6767,-0.7601,0.5174000000000001,2.0804,0.6050281021086334
6410.258,0.7397,-1.0475,-1.9582000000000002,0.41550000000000004,2.2626,0.5898978431069537
6522.6316,1.0939,-1.467,-0.9952999999999999,-0.30700000000000005,2.2738,0.5041293472872468
6501.1093,0.7386,-1.6258,-1.4669,0.6349,2.1771,0.5688502897614001
6448.7948,0.9831,-0.4855,-0.7990000000000002,-0.005199999999999982,1.5574,0.5403922202499558
6282.891,0.7844,-1.3701,-1.2976999999999999,0.46310000000000007,1.5879,0.5575294654261427
6423.9833,0.8694,-0.8176,-1.6388,0.22910000000000003,1.2851,0.5963555849551483
6405.5815,0.8737,-0.6461,-1.282,1.0945,1.251,0.5547870708507077
6391.665,0.9417,-1.0745,-1.2385,0.6157,1.3346,0.5420307039026255
6392.4849,1.0732,-0.7451,-0.5779000000000001,0.42010000000000003,1.5971,0.5762323140337173
6451.6443,0.4819,-0.5712,-1.7332999999999998,0.4998,0.6776,0.581103994700797
6541.5383,0.8967,-1.5403,-1.3486,0.3815,2.0278,0.5793207677180163
6308.5247,1.0621,-1.6435,-0.0408,0.61982,1.9466,0.5015329055656963
6400.3862,0.7699,-1.6037,-0.022199999999999998,0.03250000000000003,1.545,0.5488179848380952
6403.6616,0.9542,-1.5021,-1.5434999999999999,0.40720000000000006,1.5126,0.5875453224955862
6422.6303,0.9223,-1.0508,-1.4284,0.03260000000000002,2.113,0.5685974190957808
6438.88,1.0836,-0.5712,-1.3892,0.7551000000000001,2.3449,0.5435491377327963
6352.8876,0.8965,-1.504,-0.7804000000000001,0.756,1.4527,0.5220798819394616
6362.2806,0.9195,-1.3562,-0.7806000000000001,0.42590000000000006,1.3751,0.6084627121764328
6390.874,0.1727,-1.5504,-1.2864,0.42766000000000004,1.4954,0.5726294170108446
6463.3426,0.886,-1.4456,-1.9465,0.4986,1.4287,0.5170927302136477
6312.4806,1.1059,-1.7527,-1.324,0.3224,1.8542,0.487180754703445
6414.1169,0.8963,-1.3414,-0.5718,-0.06739999999999996,2.113,0.5708060576993432
6527.6551,1.1193,-1.3549,-0.8123,0.8498,1.7377,0.5305207432821675
6122.1278,0.9733,-1.6715,-1.7046,0.3299,1.7016,0.5557287796777501
6448.8085,0.9041,-1.3561,-1.2976999999999999,0.6197,1.3278,0.5830405553984264
6344.6666,1.1425,-1.6217,-1.8925999999999998,0.041645,1.3796,0.5128823045763085
6448.7948,1.0083,-1.6217,-1.7674,0.55267,1.382,0.5123056727891537
6394.445,0.9921,-1.426,-1.5354,0.5181,1.4534,0.5403922202499558
6365.5449,0.8694,-0.5908,-1.2624,-0.16769999999999996,1.4434,0.5859935191149219
6354.3561,0.8694,-1.472,-1.3217,0.56342,2.0813,0.5451461115014808
6344.6666,0.8157,-1.4255,-1.2025000000000001,1.1305,1.703,0.5698291242783711
6373.4484,0.6399,-1.1593,-1.0796000000000001,0.31596,1.2328,0.4788649050534275
6516.6666,0.9831,-1.5099,-0.444,0.73853,1.3325,0.5762323140337173
6492.2895,1.1142,-1.184,-0.5012,0.8446,1.134,0.5321717678387472
6368.3191,0.776,-1.6897,-1.1517,0.3537,1.5111,0.5048400979143821
6445.2444,0.7449,-1.4126,-1.2828,0.9369,1.5697,0.591921802004336
6414.7188,0.8581,-1.5326,-1.4946,1.1202999999999999,2.1092,0.5011971813721345
6402.0234,0.6129,-1.6001,-1.308,-0.1674,1.653,0.5637874131625153
6396.1593,1.1448,-1.5711,-1.5344,0.45200000000000007,2.2224,0.5456879364285783
6447.7881,1.1398,-1.6342,-1.0759999999999998,-0.01589999999999997,1.4,0.5581283982227916
6410.258,1.1342,-1.7057,-1.4284,0.6263000000000001,1.5574,0.5375029708558543
6400.9814,1.0714,-1.7934,-1.1200999999999999,-0.013899999999999968,1.2735,0.5551153190551759
6409.3344,1.0688,-1.2535,-1.3204,-0.2712,1.5475,0.5550176340910582
6410.4005,1.0083,-1.6518,-1.3211,1.0104000000000002,2.1956,0.5289378824068365
6434.3334,1.1142,-1.6737,-1.8816,-0.13839999999999997,1.4737,0.569517396409239
6410.523,0.816,-1.5505,0.049500000000000016,0.5994,1.8695,0.5865749338305477
6401.9371,0.853,-1.5358,-1.4098,0.07560000000000006,1.675,0.5015329055656963
6358.1891,0.981,-1.402,-1.2952000000000001,0.010199999999999987,2.0214,0.5950123393251516
6368.9551,0.9315,-1.3416,-1.6976,0.7093250000000001,2.2766,0.5665112717099703
6355.377,0.6093,-0.756,-1.4125,0.38370000000000004,1.3819,0.5557576845981202
6401.3244,1.0978,-1.4336,-0.7121999999999999,0.2871,1.6395,0.5635859813083073
6427.5202,0.9637,-1.6883,-1.1736,0.9371,1.673,0.5413839428909597
6369.2586,0.4083,-1.4582,-1.3876,0.2813,2.1445,0.5381242220723976
6446.7632,1.1277,-1.2371,-1.2952000000000001,0.9112,1.2464,0.5849899517615
6380.1738,1.0872,-1.5434,-0.9424000000000001,0.24980000000000002,2.0235,0.5778070027334508
6363.6815,1.0586,-1.536,-1.4651999999999998,1.1507,1.6709,0.5849899517615
6407.9456,0.3946,-1.6453,-1.6726999999999999,-0.2006,1.9983,0.6038515783756111
6429.9397,0.8479,-1.317,-1.3153,-0.015499999999999958,2.1517,0.5017967557206475
6461.3591,1.1329,-1.6591,-0.8028000000000001,-0.1784,1.4037,0.5778758455710999
6515.3786,1.1448,-1.7171,-1.8816,-0.19789999999999996,2.1672,0.5918263203686109
6505.3943,0.0536,-1.0888,-1.4125,0.53197,1.8589,0.5546661750510964
6312.4806,1.1332,-1.2304,-1.784,0.2871,1.2877,0.575418670372386
6414.9591,1.1448,-1.5398,-1.0055,0.3785,1.215,0.5621596062118073
6414.7742,0.6908,-0.0044,-0.9751000000000001,0.3791,1.0136,0.6088659866938997
6400.0224,1.1355,-1.4942,-1.3986,-0.2753,2.2212,0.49377673573462744
6400.1686,0.8566,-1.0953,-1.1736,1.0201,0.8728,0.571127347639802
6374.7581,1.1219,-1.4079,0.006599999999999995,1.0514999999999999,1.628,0.5011971813721345
6414.3974,0.8439,-0.6439,-1.5984,-0.1622,1.6196,0.5615722810772894
6404.8213,0.8736,-1.6142,-0.9725000000000001,0.40540000000000004,1.0948,0.5654437776323107
6406.3579,1.0053,0.112,-0.6763,1.0535999999999999,1.3112,0.508446744600846
6352.3492,0.986,-1.6369,-0.8276999999999999,-0.2712,2.2824,0.49660302248881294
6371.5248,0.8894,-1.6179,-1.4171,0.2702,2.0254,0.5360797607342533
6403.5833,0.0673,-1.3223,-1.2629000000000001,0.44670000000000004,2.1348,0.516905289064951
6444.4993,0.9441,-1.0748,-1.7046,0.381,1.7872,0.5846602022127882
6448.145,1.0565,-1.261,-1.3619,0.042300000000000004,2.2015,0.5912107409157272
6433.6949,0.8479,-1.3984,-1.119,1.099,2.113,0.5609176888750937
6502.7031,0.9026,-1.773,-1.1417,0.2528,1.1406,0.6050281021086334
6417.657,0.8965,-1.7368,-1.1793,0.3345,1.2464,0.5087063007973569
6403.6264,1.1299,-1.637,-1.6844000000000001,0.5991,1.9981,0.5828932235311157
6380.0118,0.6881,-1.3422,-1.4752,0.22050000000000003,1.7622,0.49377673573462744
6371.2645,0.6881,-0.9658,-1.6976,-0.1622,1.7804,0.5396591737372489
6379.1455,0.6496,-1.2764,-0.8656,0.3375,2.3071,0.5439006920996832
6412.945,1.0949,-1.383,-1.1321,0.315,1.4206,0.4933192741957555
6367.2824,0.9921,-1.3587,-1.128,0.66191,1.4697,0.5144654614656616
6441.0661,0.9921,0.0446,-1.6365,0.5247999999999999,2.2776,0.5137360217859452
6362.2806,0.7871,-1.7656,-1.436,0.7171000000000001,1.0136,0.5518046291677763
6475.1487,1.0315,-1.653,-1.1260999999999999,0.4723,2.2073,0.5148786501447802
6450.6183,0.7996,-1.7934,-1.1791,-0.2638999999999999,2.137,0.5473605274479354
6393.1865,0.8925,-0.4676,-0.1333,-0.15989999999999993,1.673,0.5842247239205847
6399.428,0.7639,-1.7068,-1.3369,1.1184,0.8945,0.5646395968060602
6414.2489,1.0567,-1.0443,-1.6135,0.1567,0.8415,0.5621894396613101
6365.7339,1.12,-1.368,-1.245,0.8106,1.496,0.5511326429786152
6368.2031,0.7112,-1.6341,-0.6439,1.0957,1.4922,0.5263011455951982
6376.7819,0.9731,-1.2271,-1.6976,0.40950000000000003,0.9037,0.5378439152058974
6528.7133,0.4665,-1.6118,-1.1401000000000001,0.36760000000000004,2.1975,0.57312463168455
